tx_id,time,target,action,status,object,state,attempts,notes,collected_at
1781267019334-728-1342620982,2026-06-12 14:23 CEST,GLOPPS,Data Publish,Success,N/A,N/A,N/A,N/A,13-06-26 15:56
1781264518326-723-1930633891,2026-06-12 13:42 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,13-06-26 15:56
1777979987809-9-1863041603,2026-05-05 13:19 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:57
1780880401097-4-75875296,2026-06-09 04:32 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1776319918890-3-1262549859,2026-04-16 08:12 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1778720401074-982-131326132,2026-05-15 08:06 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778029201028-414-448470411,2026-05-07 06:11 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1777548929397-14-884918076,2026-06-06 03:00 CEST,RAPID,Data Publish,Failed,"54523319, COTS components, Aurora, VAS, 04.2",Released,12,Failed to send POST request,2026-06-16 17:01:27
1778059459042-17-2014039600,2026-05-06 11:24 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1776261780585-9-2011857616,2026-04-15 16:03 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:03
1780906330567-175-1677493415,2026-06-08 10:12 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1776318346482-8-616685759,2026-04-16 07:46 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:03
1776235464684-4-930476711,2026-04-15 08:44 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:03
1776693201114-31-725727101,2026-04-20 15:53 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776090964266-3-2079442332,2026-04-13 16:36 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 3:01
1778806801133-1022-131326132,2026-05-16 14:47 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1777942801044-144-448470411,2026-05-06 06:11 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:57
1780621201080-868-1087310219,2026-06-06 04:34 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1776261904279-10-899677857,2026-04-15 16:05 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:03
1779325201075-697-1072662030,2026-05-22 03:59 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780016401327-673-747697043,2026-05-30 03:53 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780362001056-107-1087310219,2026-06-03 04:31 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1777597201036-578-60534480,2026-05-02 06:08 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777510801057-386-60534480,2026-05-01 06:02 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1778461201055-4-131326132,2026-05-12 06:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780297201418-6-1726329946,2026-06-08 12:35 CEST,RAPID,Data Publish,Failed,"53764647, ASSEMBLY INSTRUCTIONS, OIL SYSTEM, D17 EC800 T4F, VOE, 01.7",Released,11,Failed to send POST request,2026-06-16 17:01:27
1780486699317-14-2008929427,2026-06-03 13:38 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778547601037-590-131326132,2026-05-13 05:59 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1781139601030-545-75875296,2026-06-12 04:30 CEST,POTS,Generate Export,Failed,Export to Pots,N/A,1,N/A,2026-06-16 17:01:27
1781223231241-591-1677493415,2026-06-12 02:13 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,wt.part.WTPart:20651234817,In Work,1,No enum constant ext.vce.integration.esw.xml.DesignStageEnum.I,2026-06-16 17:01:27
1781053201028-447-75875296,2026-06-11 04:30 CEST,POTS,Generate Export,Failed,Export to Pots,N/A,1,N/A,2026-06-16 17:01:27
1781092587750-11-1192232140,2026-06-10 13:56 CEST,RAPID,Data Publish,Failed,"53261820.GD, WIRING HARNESS, VOE, 03.3",Released,9,Failed to send POST request,2026-06-16 17:01:27
1780966801046-286-75875296,2026-06-10 04:30 CEST,POTS,Generate Export,Failed,Export to Pots,N/A,1,N/A,2026-06-16 17:01:27
1780906330567-176-1677493415,2026-06-08 10:12 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1780906330567-173-1677493415,2026-06-08 10:12 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1780906330566-172-1677493415,2026-06-08 10:12 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1780906330567-174-1677493415,2026-06-08 10:12 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 15:59
1780534801032-744-1087310219,2026-06-05 04:38 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780448401070-281-1087310219,2026-06-04 04:32 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780486764970-15-603698977,2026-06-03 13:39 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780464803492-3-1574102594,2026-06-03 07:33 CEST,ODC,Material Status Info,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780275626196-1-1087310219,2026-06-02 03:58 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1780319338064-3-1537204564,2026-06-01 15:08 CEST,ODC,Material Status Info,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779930001037-564-747697043,2026-05-29 03:53 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779843601038-428-747697043,2026-05-28 03:55 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779757201048-219-747697043,2026-05-27 03:56 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779670801053-4-747697043,2026-05-26 03:55 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779411601037-864-1072662030,2026-05-23 04:01 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779370853280-11-1228645990,2026-06-08 22:51 CEST,RAPID,Data Publish,Failed,"54523319, COTS components, Aurora, VAS, 05.2",Released,12,Failed to send POST request,2026-06-16 17:01:27
1779238801035-569-1072662030,2026-05-21 04:00 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779152401058-388-1072662030,2026-05-20 04:02 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1779066001044-4-1072662030,2026-05-19 04:00 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778634001051-818-131326132,2026-05-14 07:47 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778202001037-991-448470411,2026-05-09 06:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778115601031-616-448470411,2026-05-08 06:07 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778067303720-17-846930429,2026-05-06 13:35 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778049539767-13-702659926,2026-06-08 15:49 CEST,RAPID,Data Publish,Failed,"54523319, COTS components, Aurora, VAS, 05.2",Released,12,Failed to send POST request,2026-06-16 17:01:27
1778049263745-11-1988320434,2026-05-06 08:34 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:56
1778049133010-10-223587314,2026-05-06 08:34 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 2:57
1777993960015-12-998800072,2026-05-05 17:12 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 2:57
1777979732003-7-1918569991,2026-05-05 13:15 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777856401051-4-448470411,2026-05-05 06:10 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777907506617-5-995483134,2026-05-04 17:11 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777548889983-13-112446332,2026-04-30 13:34 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777547912493-9-434662864,2026-04-30 13:18 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777424401044-118-60534480,2026-04-30 06:11 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777338001053-49-60534480,2026-04-29 04:56 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777251601037-4-60534480,2026-04-28 04:56 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777254650036-10-880871215,2026-04-27 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777225849160-4-880871215,2026-04-27 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777197048031-354-1227001463,2026-04-26 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777168247442-353-1227001463,2026-04-26 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777139446053-41-1749317192,2026-04-26 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777110645030-352-1227001463,2026-04-25 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777081844034-346-1227001463,2026-04-25 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776992401031-649-1202124232,2026-04-25 05:01 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777053043047-341-1227001463,2026-04-25 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777024242195-39-1749317192,2026-04-24 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040946816-823-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040946816-824-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040946816-825-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040946817-827-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040946817-826-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040443168-799-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411993-786-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411992-782-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040443168-798-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411995-794-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411993-784-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-790-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-792-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-789-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411995-793-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040443168-800-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-788-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-787-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411994-791-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411995-795-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411993-783-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040443168-801-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040443167-797-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777040411993-785-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827712-745-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034858003-756-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034858002-755-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034858003-757-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827713-747-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827710-738-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827711-742-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827712-744-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827712-746-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827713-750-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827711-740-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827713-749-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827711-741-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034858002-753-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827713-748-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827711-739-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034858002-754-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827711-743-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777034827713-751-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033456915-702-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033456916-706-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033456915-703-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033456915-704-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033456916-705-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288573-690-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288571-684-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288572-686-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288571-685-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288571-683-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288572-687-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288573-691-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288571-681-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288572-689-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288573-693-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288573-694-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288571-682-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288572-688-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1777033288573-692-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776906001038-472-1202124232,2026-04-24 05:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776906938990-3-574740405,2026-04-23 05:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776819601040-176-1202124232,2026-04-23 05:00 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776733201037-208-226604059,2026-04-22 06:09 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776773419033-6-508128486,2026-04-21 14:10 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776736232052-148-89944594,2026-04-21 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776646801032-4-226604059,2026-04-21 06:10 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776707431298-8-532844354,2026-04-21 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776678629048-98-89944594,2026-04-20 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776693176547-30-2117030749,2026-04-20 15:52 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776691115461-5-508128486,2026-04-20 15:18 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776688843114-4-508128486,2026-04-20 14:40 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776686762311-14-1386263152,2026-04-20 14:06 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776686094997-13-1386263152,2026-04-20 13:54 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776685921814-21-201494151,2026-04-20 13:52 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776685684030-20-201494151,2026-04-20 13:48 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776685121164-3-508128486,2026-04-20 13:38 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776649828163-3-532844354,2026-04-20 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776621027209-3-89944594,2026-04-20 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
1776592226034-16-1198570251,2026-04-19 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,13-06-26 3:30
